name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"30.183, -97.68",2021-11-23,70.1,33.2,51.6,70.1,30.2,51.3,37.4,64.5,0,0,0,,0,0,21.5,12.8,172.6,1022,55,9.9,151.9,13,6,,2021-11-23T07:03:10,2021-11-23T17:31:08,0.65,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-11-24,77.1,50.1,64.4,77.1,50.1,64.4,57.5,80.3,0.036,100,12.5,rain,0,0,33.3,20.8,176.2,1016,83.8,9.5,80.7,6.8,4,,2021-11-24T07:04:00,2021-11-24T17:30:53,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2021-11-25,68.1,50.1,59.9,68.1,50.1,59.9,45.4,62.4,0.248,100,8.33,rain,0,0,34.4,21.9,352.8,1023.2,79.6,9,78.6,6.7,5,,2021-11-25T07:04:50,2021-11-25T17:30:41,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2021-11-26,55.1,44.9,49.4,55.1,38.7,47.2,30.6,49.5,0,0,0,,0,0,21.9,16.1,11,1026.7,85,9.9,80.1,6.9,4,,2021-11-26T07:05:40,2021-11-26T17:30:30,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-11-27,51.2,46.1,48.9,51.2,42.6,48.2,45.6,88.5,0.463,100,37.5,rain,0,0,19.5,6.9,180.2,1020.8,98.3,5.6,14.9,1.3,1,,2021-11-27T07:06:29,2021-11-27T17:30:21,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C2969,72254013904"
"30.183, -97.68",2021-11-28,70.1,44,54.7,70.1,42.4,54.6,46.8,78.6,0,0,0,,0,0,21.5,15,3.3,1022.1,62.1,8.1,123.5,10.8,6,,2021-11-28T07:07:19,2021-11-28T17:30:13,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-11-29,71,38.9,53.2,71,37.8,52.8,39.9,65.9,0,0,0,,0,0,15.2,11.4,207.1,1022.6,25,9.9,150.4,13.1,6,,2021-11-29T07:08:08,2021-11-29T17:30:07,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-11-30,74,39.8,55.7,74,39.8,55.4,47.6,77.2,0,0,0,,0,0,20.4,13.9,188,1019.9,65,9.9,129.6,11.3,6,,2021-11-30T07:08:56,2021-11-30T17:30:03,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-01,75.8,46.1,59.4,75.8,46.1,59.4,54.4,85.6,0,0,0,,0,0,16.3,9.2,218.7,1019.8,65,7.1,133.8,11.6,5,,2021-12-01T07:09:44,2021-12-01T17:30:01,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-02,78.2,47.9,60.7,78.2,47.9,60.7,57.2,90,0,0,0,,0,0,17.4,12.8,201.8,1020,52.1,7,109.3,9.3,6,,2021-12-02T07:10:32,2021-12-02T17:30:00,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-03,75.8,56,66.1,75.8,56,66.1,63.6,92.3,0.063,100,8.33,rain,0,0,18.8,11.4,190,1016.7,72.1,6.6,47.5,4.1,3,,2021-12-03T07:11:19,2021-12-03T17:30:01,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2021-12-04,75.8,61.1,68.5,75.8,61.1,68.5,63.6,85.3,0,0,0,,0,0,16.3,11.4,189.8,1016.9,90.4,9.2,78,6.8,4,,2021-12-04T07:12:05,2021-12-04T17:30:04,0,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2021-12-05,78.2,57.8,71.2,78.2,57.8,71.2,66,84.6,0,0,0,,0,0,31.1,18.3,184.2,1013.3,97.5,9.8,66.2,5.6,3,,2021-12-05T07:12:51,2021-12-05T17:30:08,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2021-12-06,71.9,47.9,62.6,71.9,43.4,62.5,47.2,61.2,0,0,0,,0,0,34.4,25.3,356.7,1017.5,90.4,9.7,81.2,7,4,,2021-12-06T07:13:37,2021-12-06T17:30:14,0.08,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2021-12-07,68.1,39.8,51.9,68.1,34.4,50.3,33.8,51.9,0,0,0,,0,0,17.2,11.4,243.1,1017.2,40,9.9,128.4,11.1,5,,2021-12-07T07:14:21,2021-12-07T17:30:22,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-08,78.2,38.9,57.9,78.2,36.5,57.7,46.2,70.8,0,0,0,,0,0,17,10.3,164.2,1015.1,30,9.9,140.7,12.3,6,,2021-12-08T07:15:05,2021-12-08T17:30:32,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-09,79.1,60.2,67,79.1,60.2,67,63.3,88.9,0,0,0,,0,0,25.7,16.1,197.2,1011.5,81.3,5.2,71.5,6.1,4,,2021-12-09T07:15:48,2021-12-09T17:30:43,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-10,84.8,68.1,74.8,87,68.1,75.2,68.2,82,0,0,0,,0,0,32.9,17.2,192.5,1007.3,77.1,7.8,95.5,8.1,5,,2021-12-10T07:16:30,2021-12-10T17:30:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-11,74,37.1,56,74,34.7,55.5,32.2,43.3,0,0,0,,0,0,41.4,28.9,0.8,1020.5,92.5,9.9,79.1,6.8,3,,2021-12-11T07:17:12,2021-12-11T17:31:10,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2021-12-12,61.1,28.1,43,61.1,26.5,42.3,29.4,64.2,0,0,0,,0,0,12.3,6.9,121.5,1025.5,11.3,9.8,140.7,12.2,6,,2021-12-12T07:17:52,2021-12-12T17:31:26,0.28,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2021-12-13,64.1,38.9,52.3,64.1,38.9,52.3,44.3,76.2,0,0,0,,0,0,11.2,8.1,121.4,1023.5,77.9,8.4,48.9,4.1,3,,2021-12-13T07:18:32,2021-12-13T17:31:44,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-14,74,57.8,64.9,74,57.8,64.9,63,94,0.012,100,4.17,rain,0,0,21.5,18.3,173.3,1021.7,97.5,4.3,44.1,3.9,3,,2021-12-14T07:19:10,2021-12-14T17:32:03,0.35,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2021-12-15,80,69.2,73.2,80,69.2,73.2,66.8,81.4,0,0,0,,0,0,33.3,25.3,174,1016.5,85.8,9.9,69.7,6,3,,2021-12-15T07:19:48,2021-12-15T17:32:24,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-16,80.9,70.1,73.8,82.7,70.1,73.9,66.9,79.9,0,0,0,,0,0,27.5,16.1,177,1014.6,86.3,9.9,38.8,3.1,2,,2021-12-16T07:20:25,2021-12-16T17:32:46,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-17,78.2,70.1,73.2,78.2,70.1,73.2,66.6,80.4,0,0,0,,0,0,32.2,21.9,169.8,1012.9,94.2,9.9,63.4,5.5,3,,2021-12-17T07:21:00,2021-12-17T17:33:10,0.45,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2021-12-18,71.9,48.8,60,71.9,43.1,59.7,52.3,76.7,1.146,100,33.33,rain,0,0,36.7,21.9,1.9,1016.7,95.8,8.7,27.9,2.3,2,,2021-12-18T07:21:34,2021-12-18T17:33:35,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"C2969,72254013904"
"30.183, -97.68",2021-12-19,55.1,39.8,47,55.1,31.3,43.1,30.2,53.5,0.02,100,4.17,rain,0,0,29.8,19.7,11,1025.8,76.7,9.9,118.5,10.1,5,,2021-12-19T07:22:07,2021-12-19T17:34:02,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2021-12-20,59.1,38.9,48.4,59.1,38.9,47.2,36.6,65.7,0,0,0,,0,0,12.5,6.9,60.9,1022.5,52.1,9.9,125.1,10.7,5,,2021-12-20T07:22:39,2021-12-20T17:34:30,0.55,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-21,65.9,35,48.5,65.9,33.4,48,40.9,77.2,0,0,0,,0,0,15.7,12.8,194.1,1019.7,22.9,9.9,137,11.9,6,,2021-12-21T07:23:09,2021-12-21T17:34:59,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-22,74,42.2,57.6,74,40.4,57.2,49.1,76,0,0,0,,0,0,19.2,13.9,173.4,1016.5,36.7,9.9,140.8,12.1,6,,2021-12-22T07:23:39,2021-12-22T17:35:30,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-23,71,44.9,60.3,71,44.9,60.3,56.4,87.6,0,0,0,,0,0,31.1,17.2,191.5,1016.8,55.4,7.8,55.3,4.6,3,,2021-12-23T07:24:07,2021-12-23T17:36:02,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-24,79.1,57.8,66.4,79.1,57.8,66.4,60.2,81.8,0,0,0,,0,0,37.8,20.8,191.1,1012.4,51.7,9.9,89.6,7.7,5,,2021-12-24T07:24:33,2021-12-24T17:36:36,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-25,78.2,56,67.4,78.2,56,67.4,61.8,83.4,0,0,0,,0,0,32.2,17.2,194.7,1011.9,74.6,9.4,87.1,7.5,5,,2021-12-25T07:24:58,2021-12-25T17:37:11,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-26,77.1,53,65.8,77.1,53,65.8,62,88.9,0,0,0,,0,0,28.2,18.3,188.1,1012.3,75.4,5.4,59.5,5,4,,2021-12-26T07:25:22,2021-12-26T17:37:47,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-27,80,66.8,71,80,66.8,71,63.5,78.6,0,0,0,,0,0,26.4,17.2,184.3,1009.7,72.5,9.9,72.3,6.3,4,,2021-12-27T07:25:44,2021-12-27T17:38:24,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-28,73.1,56.9,67.6,73.1,56.9,67.6,62.7,84.8,0,0,0,,0,0,39.1,16.1,195,1005.1,84.2,9.4,35.8,2.9,2,,2021-12-28T07:26:05,2021-12-28T17:39:02,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-29,80.9,53.9,68.2,82.7,53.9,68.3,61.9,82.4,0,0,0,,0,0,24.8,11.4,224.4,1006.9,76.2,5.8,97.5,8.5,5,,2021-12-29T07:26:25,2021-12-29T17:39:41,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-30,82.1,52.1,65.2,82.8,52.1,65.3,58,80,0,0,0,,0,0,14.5,10.3,170.1,1011.1,74.2,9.6,110.2,9.5,5,,2021-12-30T07:26:42,2021-12-30T17:40:22,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2021-12-31,83,62,71.2,84.8,62,71.3,65.8,84.9,0,0,0,,0,0,25.9,17.2,178.9,1007.1,87.9,5.8,57.6,4.9,3,,2021-12-31T07:26:59,2021-12-31T17:41:03,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-01,78.2,41.1,69.9,78.2,31,69.5,60.4,73.1,0,0,0,,0,0,40.3,24.2,181.2,1004.7,89.6,9.2,56.2,4.9,2,,2022-01-01T07:27:13,2022-01-01T17:41:45,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-02,47,25.1,34.9,39.5,12.2,25.7,18.1,51.6,0.012,100,4.17,"rain,snow",0,0,42.5,27.7,339,1027.9,26.3,9.9,144.6,12.6,6,,2022-01-02T07:27:26,2022-01-02T17:42:29,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-01-03,56,21.8,36.5,56,21.8,36.1,20.4,58.6,0,0,0,,0,0,13.6,6.9,177.9,1031.7,10.4,9.9,146.6,12.6,6,,2022-01-03T07:27:38,2022-01-03T17:43:13,0.03,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-01-04,66.8,28.1,47.1,66.8,27.5,46.1,33.4,62.1,0,0,0,,0,0,39.1,18.3,201,1020.8,31.3,9.9,142.9,12.4,6,,2022-01-04T07:27:48,2022-01-04T17:43:58,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-05,73.1,37.1,53.5,73.1,36.7,52.6,37.8,63,0,0,0,,0,0,15.7,6.9,273.8,1012.8,8.3,9.8,142.3,12.2,6,,2022-01-05T07:27:56,2022-01-05T17:44:43,0.1,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-01-06,56,30.8,43.2,56,27.3,40.5,28.8,61.1,0,0,0,,0,0,33.3,23,358.8,1017.5,10.4,9.9,142.2,12.1,6,,2022-01-06T07:28:03,2022-01-06T17:45:30,0.13,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-01-07,39.8,28.1,35.3,39.8,20.1,30.1,25.8,69.4,0.012,100,4.17,rain,0,0,17.2,15,14.3,1023.1,67.5,8.1,41.8,3.5,2,,2022-01-07T07:28:08,2022-01-07T17:46:17,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-01-08,64.1,41.1,52.7,64.1,39.2,52.4,51.5,95.7,0.201,100,41.67,rain,0,0,17.9,10.3,204.6,1016.2,100,3.2,31.8,2.8,1,,2022-01-08T07:28:11,2022-01-08T17:47:05,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C2969,72254013904"
"30.183, -97.68",2022-01-09,65,48.8,57,65,42.4,56.8,46.5,69.9,0,0,0,,0,0,34.4,19.7,339.5,1023.7,86.7,9.9,119.3,10.4,5,,2022-01-09T07:28:13,2022-01-09T17:47:54,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-10,57.8,41.1,48.6,57.8,31.7,44,24.9,40.7,0,0,0,,0,0,32.2,21.9,7.7,1035.1,75.4,9.9,127.1,11,5,10,2022-01-10T07:28:13,2022-01-10T17:48:43,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-11,51.2,38.9,44.2,51.2,33.3,41.3,27.6,53.5,0,0,0,,0,0,10.7,12.8,19.2,1033.9,95.8,9.9,29.2,2.7,1,10,2022-01-11T07:28:11,2022-01-11T17:49:33,0.29,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2022-01-12,62.9,35,48.5,62.9,35,47.9,37.2,67.7,0,0,0,,0,0,11.6,8.1,115.4,1026.7,59.6,9.9,129.1,11.2,6,10,2022-01-12T07:28:08,2022-01-12T17:50:23,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-13,74.9,30.8,49.6,74.9,28.7,48.9,32.7,61.1,0,0,0,,0,0,11.4,9.2,286.5,1021.6,16.3,9.9,147,12.8,6,10,2022-01-13T07:28:03,2022-01-13T17:51:13,0.36,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-01-14,77.1,33.2,53.8,77.1,33.2,53.7,34.3,56,0,0,0,,0,0,32.2,20.8,194.9,1013.1,40.4,9.9,147.3,12.6,6,10,2022-01-14T07:27:56,2022-01-14T17:52:04,0.39,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-15,62.9,42.2,49.4,62.9,33.7,44.7,23.4,36.7,0,0,0,,0,0,47.2,30,328.9,1019.9,49.2,9.9,142,12.3,6,10,2022-01-15T07:27:47,2022-01-15T17:52:56,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-16,62,33.2,43.6,62,28.8,40.5,20.3,42.9,0,0,0,,0,0,32.2,17.2,316,1021.1,5,9.9,152.7,13.3,6,10,2022-01-16T07:27:37,2022-01-16T17:53:47,0.46,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-01-17,69.2,33.2,46.3,69.2,31.2,45.5,24.7,47.3,0,0,0,,0,0,19.5,12.8,170.1,1019.8,13.3,9.9,152.5,13.1,6,10,2022-01-17T07:27:26,2022-01-17T17:54:39,0.5,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-01-18,74.9,29,54,74.9,29,53.8,41.6,65.7,0,0,0,,0,0,37.8,21.9,193.7,1015.2,48.8,9.9,116.7,10.2,5,10,2022-01-18T07:27:12,2022-01-18T17:55:31,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-19,78.2,46.1,64.6,78.2,37.9,64.2,53.6,70.9,0,0,0,rain,0,0,42.5,24.2,300.7,1013.5,72.1,9.6,94.6,8.1,6,30,2022-01-19T07:26:57,2022-01-19T17:56:24,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-20,43.1,32.1,35.5,35.5,19.9,24.6,18.7,50.4,0.012,100,4.17,"rain,snow,ice",0,0,41.4,26.4,357.3,1028.5,96.7,9.9,42.2,3.7,2,10,2022-01-20T07:26:40,2022-01-20T17:57:16,0.6,"Snow, Rain, Ice, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"C2969,72254013904"
"30.183, -97.68",2022-01-21,47.9,26,35.4,43.4,15.5,28.4,12,39.6,0,0,0,,0,0,24.6,18.3,12.7,1030,37.1,9.9,153.8,13.2,6,10,2022-01-21T07:26:22,2022-01-21T17:58:09,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-22,53.9,20,36.2,53.9,13.2,34.3,19.5,56.4,0,0,0,,0,0,12.5,11.4,23.8,1030.6,22.9,9.9,155.8,13.4,6,10,2022-01-22T07:26:02,2022-01-22T17:59:02,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-23,57.8,43.1,49.8,57.8,42.5,49.7,29.3,46.8,0,0,0,,0,0,10.5,8.1,212.6,1024.3,100,9.9,56.8,5,2,10,2022-01-23T07:25:40,2022-01-23T17:59:55,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2022-01-24,53,44,49.8,53,43.5,49.7,45,84.8,0.114,100,20.83,rain,0,0,13,8.1,167.6,1014.4,96.3,7.8,38.3,3.2,3,10,2022-01-24T07:25:17,2022-01-24T18:00:47,0.74,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"C2969,72254013904"
"30.183, -97.68",2022-01-25,53,44,49.1,53,41.1,47.8,45.7,88.4,0,0,0,rain,0,0,18.8,11.4,26.4,1017.9,99.2,6.5,33.1,3,2,10,2022-01-25T07:24:52,2022-01-25T18:01:40,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2022-01-26,53.9,42.2,47.3,53.9,35,44.2,36.8,68.3,0,0,0,rain,0,0,18.6,15,42.6,1025.3,65.4,9.9,153.4,13.2,6,10,2022-01-26T07:24:26,2022-01-26T18:02:33,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-27,59.1,35,51.2,59.1,35,51,37.9,61.8,0,0,0,,0,0,17.9,16.1,25,1024.6,84.2,9.9,102.1,8.7,4,10,2022-01-27T07:23:58,2022-01-27T18:03:26,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-28,57.8,33.2,47.4,57.8,30.2,44.7,27.9,49.3,0,0,0,rain,0,0,32.2,21.9,358.5,1031.2,44.2,9.9,163.1,14.1,6,10,2022-01-28T07:23:29,2022-01-28T18:04:19,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-29,65.9,26,44.4,65.9,24.4,43.4,23.3,51.4,0,0,0,,0,0,15.9,9.2,213.7,1028.3,17.5,9.9,165.1,14.4,6,10,2022-01-29T07:22:58,2022-01-29T18:05:11,0.91,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-01-30,69.2,26,50.5,69.2,26,49.2,32.8,55.1,0,0,0,,0,0,21.7,16.1,196.3,1021.1,26.3,9.9,165.5,14.3,6,10,2022-01-30T07:22:25,2022-01-30T18:06:03,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-01-31,59.1,42.2,53.9,59.1,40.4,53.8,52.2,94.1,4.227,100,66.67,rain,0,0,19.5,16.1,41.2,1014.7,92.1,6.8,23.2,2.1,2,10,2022-01-31T07:21:51,2022-01-31T18:06:56,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C2969,72254013904"
"30.183, -97.68",2022-02-01,65,47.9,56.1,65,47.9,56.1,52.6,89.1,0,0,0,rain,0,0,8.9,6.9,194.6,1010.7,83.3,7.9,66.3,5.7,3,10,2022-02-01T07:21:16,2022-02-01T18:07:48,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-02-02,57.8,37.1,49.5,57.8,28.5,47.2,47.5,93,0.685,100,37.5,rain,0,0,35.6,20.8,359,1010.9,97.5,5.6,22.1,2.1,1,10,2022-02-02T07:20:39,2022-02-02T18:08:39,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-02-03,38,24.2,30,29.7,10,18.1,25.8,84.3,1.905,100,54.17,"rain,freezingrain,snow,ice",1.3,0.7,40.3,27.7,344.4,1022.2,100,8.6,31.8,2.7,1,10,2022-02-03T07:20:01,2022-02-03T18:09:31,0.08,"Snow, Rain, Freezing Drizzle/Freezing Rain, Ice, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"C2969,72254013904"
"30.183, -97.68",2022-02-04,41.1,21.8,29.6,31.7,7.7,18.8,20.9,70.1,0,0,0,,0,0.7,35.6,21.9,336.6,1035.8,57.5,9.9,143.5,12.4,6,10,2022-02-04T07:19:21,2022-02-04T18:10:22,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-02-05,50.1,20,33.7,50.1,19.4,31.7,19.6,62,0,0,0,,0,1.1,13.4,6.9,198.2,1033.8,0,9.9,178.3,15.3,7,10,2022-02-05T07:18:40,2022-02-05T18:11:13,0.15,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-02-06,57.8,17.9,37.7,57.8,17.9,37.2,26,67.6,0,0,0,,0,0.1,14.3,11.4,186.2,1024.4,5,9.9,173.3,15,7,10,2022-02-06T07:17:58,2022-02-06T18:12:04,0.18,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-02-07,60.2,32.1,45.1,60.2,28.9,43.6,30.8,61.9,0,0,0,,0,0,29.8,17.2,355,1028.3,24.2,9.9,173.5,15,7,10,2022-02-07T07:17:14,2022-02-07T18:12:54,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-02-08,65.9,25.1,45.1,65.9,25.1,44.3,27.4,57.3,0,0,0,,0,0,11.6,9.2,219.6,1025.2,0,9.9,179.3,15.5,7,10,2022-02-08T07:16:29,2022-02-08T18:13:45,0.25,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-02-09,73.1,34.1,51,73.1,34.1,50.3,30,50.5,0,0,0,,0,0,17.4,8.1,235.4,1020,12.5,9.9,178.4,15.4,7,10,2022-02-09T07:15:43,2022-02-09T18:14:34,0.28,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-02-10,71.9,30.8,51.8,71.9,30.8,51.5,33.1,55.6,0,0,0,,0,0,17.2,8.1,198.2,1019,26.7,9.9,177,15.4,7,10,2022-02-10T07:14:56,2022-02-10T18:15:24,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-02-11,74.9,44.9,59.1,74.9,42,58.3,41.5,55.3,0,0,0,,0,0,29.8,17.2,192.9,1014.3,0,9.9,178.8,15.5,7,10,2022-02-11T07:14:07,2022-02-11T18:16:13,0.34,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-02-12,56.9,29,47.5,56.9,25.5,44.9,35.3,65.2,0.02,100,4.17,rain,0,0,55.3,32.2,10.3,1024.9,60.8,9.9,81.8,7.1,4,10,2022-02-12T07:13:17,2022-02-12T18:17:02,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-02-13,65,26,45,65,20.3,42.7,21.3,43.7,0,0,0,,0,0,13.2,10.3,289.3,1031.6,6.3,9.9,185,16.1,7,10,2022-02-13T07:12:26,2022-02-13T18:17:50,0.4,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
